ocean_variation,year,month_name
3.233335822201434,1992,February
3.179729510144534,1992,March
3.2272486945189485,1992,April
3.2406812040049315,1992,May
3.3210607230209463,1992,June
3.340307011833829,1992,July
3.284619616673717,1992,August
3.2268764770037706,1992,September
3.040243416064004,1992,October
2.97733359804879,1992,November
3.046762350385552,1992,December
3.036062506096323,1993,January
3.0881337983206323,1993,February
3.2183812405853587,1993,March
3.3344555006181507,1993,April
3.3473659668926303,1993,May
3.332880493349694,1993,June
3.250475224180218,1993,July
3.2173963329066737,1993,August
3.2112997859259393,1993,September
3.2072199877015466,1993,October
3.2723738741213766,1993,November
3.3619139296072262,1993,December
3.4243926518917305,1994,January
3.4684610175732358,1994,February
3.4563422312486636,1994,March
3.479135552434991,1994,April
3.6158798705524533,1994,May
3.781568408107978,1994,June
3.922000811241105,1994,July
3.951154529406085,1994,August
3.883632316859985,1994,September
3.745380638385723,1994,October
3.7220458420541034,1994,November
3.7512729833367304,1994,December
3.83595171627494,1995,January
3.8590198395903825,1995,February
3.8116350546839386,1995,March
3.7798325419432333,1995,April
3.8376169512895104,1995,May
3.903920043805101,1995,June
3.9376666678926995,1995,July
3.9522893561678756,1995,August
3.975430157333085,1995,September
3.9294301627778623,1995,October
3.872826934486511,1995,November
3.842234736859518,1995,December
3.8275664113459245,1996,January
3.844649205650421,1996,February
3.8254563212954054,1996,March
3.7850588633041298,1996,April
3.7454650958594358,1996,May
3.7489586729733673,1996,June
3.8131400459416,1996,July
3.809263433005344,1996,August
3.799714440631033,1996,September
3.9403079304856874,1996,October
4.000188380234249,1996,November
3.910528058273303,1996,December
3.7758761255230637,1997,January
3.693533233629387,1997,February
3.7584782972884567,1997,March
3.8417463552678783,1997,April
3.8221004932082905,1997,May
3.811043076923852,1997,June
3.803966292271343,1997,July
3.8569536653144496,1997,August
3.9327528617503957,1997,September
4.058012237907588,1997,October
4.116616349518336,1997,November
4.297259471378856,1997,December
4.536246888346705,1998,January
4.713111376551024,1998,February
4.7907954400118795,1998,March
4.783070144920657,1998,April
4.716036256792449,1998,May
4.658435454420305,1998,June
4.588761345774674,1998,July
4.548613071850832,1998,August
4.489192189464302,1998,September
4.4707735103947925,1998,October
4.54006248724927,1998,November
4.564463485608303,1998,December
4.610061502561985,1999,January
4.654449286973886,1999,February
4.742624366094242,1999,March
4.8445183256536435,1999,April
4.971418444704068,1999,May
5.002813945357957,1999,June
4.9726222938824325,1999,July
5.04570170377774,1999,August
5.109170165632259,1999,September
4.98793607134603,1999,October
4.72992594988691,1999,November
4.412999641920033,1999,December
4.0825390364963825,2000,January
3.844263282820157,2000,February
3.803454862163562,2000,March
3.800725472256545,2000,April
3.7808576119750796,2000,May
3.758038522474544,2000,June
3.7507553305405055,2000,July
3.740099267898131,2000,August
3.716639863859018,2000,September
3.7263298601540553,2000,October
3.6789226652141225,2000,November
3.6747753491418735,2000,December
3.7641513238722837,2001,January
3.8311249566113474,2001,February
3.8882613768560077,2001,March
3.89411767511192,2001,April
3.84653708507476,2001,May
3.8172699932762955,2001,June
3.807036070367849,2001,July
3.77125864054824,2001,August
3.6931719336412243,2001,September
3.6016557329664467,2001,October
3.603662476179943,2001,November
3.5263209475428994,2001,December
3.4363846075792024,2002,January
3.3895858006799244,2002,February
3.4186582584606184,2002,March
3.483158478751102,2002,April
3.353808857177955,2002,May
3.2223339551741446,2002,June
3.216258891056077,2002,July
3.2497469510705743,2002,August
3.219758790941614,2002,September
3.225640862896307,2002,October
3.241149386188863,2002,November
3.3485936812825456,2002,December
3.4884455029459787,2003,January
3.694808183604073,2003,February
3.8048803326501,2003,March
3.7158335657781207,2003,April
3.6544134131434474,2003,May
3.7299994229033473,2003,June
3.811841089995869,2003,July
3.735951852951621,2003,August
3.6069659479007896,2003,September
3.5867363074286915,2003,October
3.6090419989372093,2003,November
3.5963258083957044,2003,December
3.560050234920527,2004,January
3.4853838525894387,2004,February
3.392904895670654,2004,March
3.249569501863698,2004,April
3.244968995002091,2004,May
3.2826049197661633,2004,June
3.3073516605034454,2004,July
3.254097363551773,2004,August
3.2444485027001067,2004,September
3.164244185180178,2004,October
3.1202566247487993,2004,November
3.1281096163906112,2004,December
3.2655800371449004,2005,January
3.314125178540235,2005,February
3.280841377753859,2005,March
3.284492338283053,2005,April
3.394196368581288,2005,May
3.463583399884192,2005,June
3.4695227409312794,2005,July
3.340245958646301,2005,August
3.1684986710166414,2005,September
3.1016274458490445,2005,October
3.1695311990099073,2005,November
3.2154803678842656,2005,December
3.328043872935086,2006,January
3.5507082943702697,2006,February
3.713936175130402,2006,March
3.6221404547190104,2006,April
3.3811535043460026,2006,May
3.1904300643100214,2006,June
3.1781429266757186,2006,July
3.2332244744513448,2006,August
3.121808900661745,2006,September
2.962899051459317,2006,October
2.9925245378082765,2006,November
3.065418895165749,2006,December
3.023612578449138,2007,January
3.0763779182248983,2007,February
3.19055044380857,2007,March
3.2217847563439137,2007,April
3.2179212318331336,2007,May
3.2340181357982147,2007,June
3.2300827022201704,2007,July
3.2825674844812966,2007,August
3.4146533209037444,2007,September
3.5645788286074094,2007,October
3.6427832234643573,2007,November
3.735103693633755,2007,December
3.820616519313262,2008,January
3.8915400516498266,2008,February
3.9966085127540283,2008,March
4.13204539915696,2008,April
4.327895259079378,2008,May
4.499992807663875,2008,June
4.485985836235341,2008,July
4.344350853511787,2008,August
4.336789458704516,2008,September
4.389619360151483,2008,October
4.420785979539869,2008,November
4.3740531759736765,2008,December
4.38523381572777,2009,January
4.412851747771128,2009,February
4.5015067975082275,2009,March
4.550834912046957,2009,April
4.618324878271414,2009,May
4.72543310430392,2009,June
4.7598022025809765,2009,July
4.80760464480718,2009,August
4.81556902350876,2009,September
4.74611160888544,2009,October
4.725366771851077,2009,November
4.715296544104968,2009,December
4.656325728899537,2010,January
4.5780701873894944,2010,February
4.476037522888328,2010,March
4.464264447138703,2010,April
4.534598324143735,2010,May
4.580545979018462,2010,June
4.575902220298303,2010,July
4.593886922659112,2010,August
4.733486382207957,2010,September
4.913877873308411,2010,October
4.9823554531512855,2010,November
5.026134328380431,2010,December
5.074756592617268,2011,January
5.094721600964112,2011,February
5.204238476903993,2011,March
5.296361593277834,2011,April
5.291460159830422,2011,May
5.143875586185641,2011,June
4.935732865287901,2011,July
4.83775192956873,2011,August
4.783887730119932,2011,September
4.759771787805585,2011,October
4.684560536835124,2011,November
4.564384961287215,2011,December
4.525081565268738,2012,January
4.629376721907283,2012,February
4.761917999816069,2012,March
4.894312643553894,2012,April
5.0855869799344875,2012,May
5.298056513589108,2012,June
5.370907612946394,2012,July
5.35447876630351,2012,August
5.3900735725119375,2012,September
5.425284377152275,2012,October
5.452016976860977,2012,November
5.376250132264067,2012,December
5.239691602301354,2013,January
5.187592255587878,2013,February
5.064184188177569,2013,March
4.858420914218732,2013,April
4.718820934823452,2013,May
4.571672044846127,2013,June
4.448631558333181,2013,July
4.337821216870907,2013,August
4.246364389395785,2013,September
4.175878697659937,2013,October
4.145309976184398,2013,November
4.102365117997033,2013,December
4.064384762415284,2014,January
4.0121741426853985,2014,February
4.003563902814131,2014,March
4.121141798636382,2014,April
4.245992525275142,2014,May
4.305332542128417,2014,June
4.255484245777552,2014,July
4.241702847139095,2014,August
4.228514952582191,2014,September
4.1527565445294385,2014,October
4.114332779108008,2014,November
4.135176529718228,2014,December
4.2222166449939325,2015,January
4.3764502967782395,2015,February
4.456691565260553,2015,March
4.471442730222771,2015,April
4.5876861349781395,2015,May
4.776163594899117,2015,June
4.934076712582646,2015,July
5.089347427871871,2015,August
5.168779907494536,2015,September
5.22613283599785,2015,October
5.361278868849513,2015,November
5.579317983348483,2015,December
5.680280069118271,2016,January
5.665643586677834,2016,February
5.674831842728599,2016,March
5.698903730301026,2016,April
5.679965767295835,2016,May
5.689604461710587,2016,June
5.701130969525911,2016,July
5.589769566480936,2016,August
5.491150941831802,2016,September
5.444471024076483,2016,October
5.377602633521747,2016,November
5.216556668647536,2016,December
5.146339175129105,2017,January
5.029836810981396,2017,February
4.798655961734949,2017,March
4.606171525593345,2017,April
4.602780289371003,2017,May
4.732801170195126,2017,June
4.747307125125735,2017,July
4.67503393905572,2017,August
4.547652149739042,2017,September
4.520097090209129,2017,October
4.46203884030474,2017,November
4.370550450335395,2017,December
4.376155261421627,2018,January
4.414036689255409,2018,February
4.506599414272751,2018,March
4.534327646694692,2018,April
4.535516207176988,2018,May
4.59935472123725,2018,June
4.6612287823301815,2018,July
4.762142405784834,2018,August
4.882184502650489,2018,September
4.858348306826338,2018,October
5.019202842974119,2018,November
5.28183747758303,2018,December
5.433474197094983,2019,January
5.385689913056194,2019,February
5.323862493435809,2019,March
5.300442868097162,2019,April
5.327649857303913,2019,May
5.375553335182485,2019,June
5.515395485034969,2019,July
5.648800365003263,2019,August
5.737681472207259,2019,September
5.808553265362934,2019,October
5.852143377334142,2019,November
5.859795998656045,2019,December
5.923515233063517,2020,January
6.043366663097186,2020,February
6.086347332010701,2020,March
6.004065857059686,2020,April
5.924458897866134,2020,May
5.975134529891875,2020,June
6.047551994101378,2020,July
6.169327329955922,2020,August
6.225874964959075,2020,September
6.232323713508231,2020,October
6.087527555130873,2020,November
5.908159478820016,2020,December
5.799946721190645,2021,January
5.7884490504922725,2021,February
5.897476234215719,2021,March
5.995967416702842,2021,April
6.114236790556243,2021,May
6.250547871375238,2021,June
6.3990400677488655,2021,July
6.467522089978229,2021,August
6.5616404634103676,2021,September
6.593598501007728,2021,October
6.60572023262066,2021,November
6.568556923104916,2021,December
6.496209765985623,2022,January
6.359741661953376,2022,February
6.222015120077049,2022,March
6.169316292933582,2022,April
6.160712561942637,2022,May
6.065911482509182,2022,June
6.051541416779583,2022,July
6.124055590292483,2022,August
6.235248147364837,2022,September
6.3490914019235785,2022,October
6.380777063902133,2022,November
6.253291794818142,2022,December
6.076403984102217,2023,January
6.056926688422391,2023,February
6.0465747318277865,2023,March
6.041220197361326,2023,April
6.01285062585157,2023,May
6.009039089569342,2023,June
5.912321522519778,2023,July
5.873819232777896,2023,August
5.899138692323322,2023,September
5.970319832504538,2023,October
6.030355189558759,2023,November
6.10529444972708,2023,December
6.160055289461525,2024,January
6.226782992768131,2024,February
6.191270586568862,2024,March
6.0578236071036375,2024,April
6.006690587981939,2024,May
6.026299751724582,2024,June
6.020698464733869,2024,July
5.9814157772525505,2024,August
5.986582342666225,2024,September
5.97956897088734,2024,October
5.9842920883103945,2024,November
5.944331904084902,2024,December
5.872185683315547,2025,January
5.885043149295962,2025,February
5.998449521043949,2025,March
6.0181209564078015,2025,April
6.020072880878797,2025,May
5.988299242641733,2025,June
5.99627251213351,2025,July
5.910775737265067,2025,August
5.737702961690229,2025,September
5.590138046686843,2025,October
5.51439298274745,2025,November
5.563865249004811,2025,December
