title,price,date,destaque,categoria,tipo,condominio,area_util,quartos,banheiros,vagas_na_garagem,iptu,zona,academia,elevador,permitido_animais,piscina,portaria,salao_de_festas,condominio_fechado,seguranca_24h,portao_eletronico,area_murada,area_de_servico,armarios_na_cozinha,armarios_no_quarto,churrasqueira,mobiliado,quarto_de_servico,ar_condicionado,porteiro_24h,varanda
Apartamento para venda possui 71 metros quadrados com 2 quartos em Pinheiros - São Paulo -,849000,25/04/2024,False,Apartamentos,Padrão,1300,71,2,2,1,0,OESTE,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True
"Apartamento (Padrão), com 2 quartos e 2 banheiros à Venda, 70 m² em São Paulo/SP",360000,25/04/2024,False,Apartamentos,Padrão,440,70,2,2,1,1120,OESTE,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Apartamento (Padrão), com 2 quartos e 2 banheiros à Venda, 70 m² em São Paulo/SP",365000,25/04/2024,False,Apartamentos,Padrão,490,70,2,2,1,1090,OESTE,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
COND. PARC DOMINIQUE - OPORTUNIDADE ÚNICA!!!,690000,25/04/2024,False,Apartamentos,Padrão,780,77,3,2,2,200,OESTE,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True
Apartamento para venda com 3 quartos em Pinheiros SP,750000,25/04/2024,False,Apartamentos,Padrão,0,100,3,4,3,1100,OESTE,True,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True
Apto 2 Dormitorios 1 Vaga No Coracao Do Jaguare,400000,25/04/2024,False,Apartamentos,Padrão,600,74,2,2,1,100,OESTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parque Das Flores - Residencial Bosque,737900,25/04/2024,False,Apartamentos,Padrão,1000,82,3,2,1,300,OESTE,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False
SãO PAULO - Apartamento Padrão - Barra Funda,561870,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,599328,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,956729,25/04/2024,False,Apartamentos,Padrão,600,64,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Vila São Francisco,640000,25/04/2024,False,Apartamentos,Padrão,650,58,2,1,2,1224,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Barra Funda,956729,25/04/2024,False,Apartamentos,Padrão,600,64,2,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,541060,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,499440,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,499440,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,582680,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,541060,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,956729,25/04/2024,False,Apartamentos,Padrão,600,64,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Casa Padrão - Parque São Domingos,850000,25/04/2024,False,Casas,Padrão,1,140,3,1,2,100,OESTE,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Studio - Sumarezinho,600000,25/04/2024,False,Apartamentos,Padrão,950,34,1,1,0,0,OESTE,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Jardim Íris,272000,25/04/2024,False,Apartamentos,Padrão,700,50,2,1,1,100,OESTE,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Barra Funda,924624,25/04/2024,False,Apartamentos,Padrão,600,64,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Barra Funda,520250,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Studio - Sumarezinho,600000,25/04/2024,False,Apartamentos,Padrão,950,34,1,1,0,150,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Pinheiros,828800,25/04/2024,False,Apartamentos,Padrão,1250,69,2,1,0,0,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Barra Funda,582680,25/04/2024,False,Apartamentos,Padrão,600,42,1,1,1,0,OESTE,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
SãO PAULO - Apartamento Padrão - Pinheiros,1952000,25/04/2024,False,Apartamentos,Padrão,2570,146,3,1,3,0,OESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Studio - Perdizes,405000,25/04/2024,False,Apartamentos,Padrão,300,23,1,1,0,200,OESTE,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apto Jd Anália Franco - 3 dorm(2 suíte + escritório),1130000,25/04/2024,True,Apartamentos,Padrão,870,91,3,2,2,440,LESTE,False,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True
Apto Itaquera - Avalia veiculo como forma de entrada - Minha casa minha vida,300000,25/04/2024,True,Apartamentos,Padrão,309,43,2,1,1,50,LESTE,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False
Sobrado para venda tem 81 metros quadrados com 3 quartos em Belenzinho - São Paulo - SP,900000,25/04/2024,False,Casas,Padrão,0,81,3,3,1,0,LESTE,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
Sobrado para venda possui 140 metros quadrados com 3 quartos,910000,25/04/2024,False,Casas,Padrão,0,140,3,3,2,840,LESTE,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"Vendo Casa Terreno no Jd V Formosa, 125 ou ainda 250m²",325000,25/04/2024,False,Casas,Padrão,0,125,2,1,1,0,LESTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento para venda com 165 metros quadrados com 3 quartos em Vila Formosa - São Paulo ,990000,25/04/2024,False,Apartamentos,Padrão,1825,165,3,4,4,652,LESTE,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True
"Casa / Sobrado para Venda em São Paulo, Vila Sapopemba, 7 dormitórios, 4 banheiros, 2 vaga",500000,25/04/2024,False,Casas,Padrão,0,125,5,4,2,0,LESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sobrado para aluguel e venda tem 249 metros quadrados com 3 quartos em Vila Alpina - São P,920000,25/04/2024,False,Casas,Padrão,0,249,3,3,5,375,LESTE,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Apartamento com 2 dormitórios para alugar, 74 m² por R$ 3.025,00/mês - Mooca - São Paulo/S",450000,25/04/2024,False,Apartamentos,Padrão,1000,74,2,2,3,325,LESTE,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
Casa Sobrado a Venda 5 m² 2 Dorms Sendo 1 Suíte C/ 1 Vaga- Chácara Califórnia - São Paulo ,360000,25/04/2024,False,Casas,Padrão,0,55,2,2,1,60,LESTE,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamento para venda possui 60 metros quadrados com 2 quartos,525000,25/04/2024,False,Apartamentos,Padrão,500,60,2,2,1,200,LESTE,True,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True
Apartamento | 45m² | 2 Dormitórios | 1 Vaga | Belem,325010,25/04/2024,False,Apartamentos,Padrão,465,45,2,1,1,1,LESTE,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Apartamento | 2 Dormitórios | Belém | 1 Vaga,325000,25/04/2024,False,Apartamentos,Padrão,465,45,2,1,1,1,LESTE,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Apartamento | 57m² | 2 Dormitórios | 1 Suiíte | Mooca | 1 Vaga de Garagem,477000,25/04/2024,False,Apartamentos,Padrão,719,57,2,2,1,20,LESTE,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
Sobrado | 136m² | 3 Dorms |1 Suíte | 5 vagas de Garagem | Jardim Nossa Senhora do Carmo,647000,25/04/2024,False,Casas,Padrão,0,136,3,4,5,280,LESTE,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Apartamento | Mooca | 74m² | 3 Quartos com 1 Suíte | 1 Vaga | Vila Bertioga,747000,25/04/2024,False,Apartamentos,Padrão,1200,74,3,2,1,50,LESTE,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
Casa para venda possui 250 metros quadrados com 3 quartos em  Vila Prudente - São Paulo - ,1199000,25/04/2024,False,Casas,Padrão,0,250,3,3,2,960,LESTE,False,False,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True
Apto Condomínio Costa do Sol,235000,25/04/2024,False,Apartamentos,Padrão,498,53,2,1,1,0,LESTE,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False
"Apartamento (Padrão), com 2 quartos e 1 banheiros à Venda, 64 m² em São Paulo/SP",305000,25/04/2024,False,Apartamentos,Padrão,510,64,2,1,1,1126,LESTE,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
"Apartamento (Padrão), com 2 quartos e 1 banheiros à Venda, 50 m² em São Paulo/SP",240000,25/04/2024,False,Apartamentos,Padrão,350,50,2,1,1,765,LESTE,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sobrado para venda tem 209 metros quadrados com 3 quartos em Jardim Avelino - São Paulo - ,990000,25/04/2024,False,Casas,Padrão,0,209,3,5,5,448,LESTE,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
Apartamento para venda Barão de Cascais Mooca 114m² com 3 dormitórios e varanda gourmet,1700000,25/04/2024,False,Apartamentos,Padrão,1300,114,3,3,3,1050,LESTE,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True
Apartamento para venda com 109 metros quadrados com 3 quartos em Chácara Califórnia - São ,902000,25/04/2024,False,Apartamentos,Padrão,980,109,3,1,2,140,LESTE,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
Apartamento para venda possui 72 metros quadrados com 3 quartos em Vila Ivone - São Paulo ,375000,25/04/2024,False,Apartamentos,Padrão,500,72,3,2,1,0,LESTE,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
Sobrado para venda na Mooca com 3 dormitórios e edícula,1277000,25/04/2024,False,Casas,Padrão,0,180,3,3,3,403,LESTE,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,True
SãO PAULO - Apartamento Padrão - Fazenda da Juta,170000,25/04/2024,False,Apartamentos,Padrão,150,57,2,1,1,100,LESTE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"LANÇAMENTO NA PLANTA MINHA CASA, MINHA VIDA!",190000,25/04/2024,False,Apartamentos,Padrão,0,44,1,1,1,0,LESTE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Bela,450000,25/04/2024,False,Apartamentos,Padrão,687,76,2,1,1,209,LESTE,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Itaquera,270000,25/04/2024,False,Apartamentos,Padrão,350,42,2,1,0,100,LESTE,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Chabilândia,390000,25/04/2024,False,Apartamentos,Padrão,390,50,1,1,1,0,LESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Santa Clara,565000,25/04/2024,False,Apartamentos,Padrão,600,63,2,1,1,100,LESTE,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Jardim Vila Formosa,285000,25/04/2024,False,Apartamentos,Padrão,340,49,2,1,1,100,LESTE,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Prudente,390000,25/04/2024,False,Apartamentos,Padrão,480,65,2,1,0,100,LESTE,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Cidade Líder,240000,25/04/2024,False,Apartamentos,Padrão,550,49,2,1,1,0,LESTE,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Santa Teresa (Zona Sul),280000,25/04/2024,False,Apartamentos,Padrão,670,56,2,1,1,100,LESTE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sobrado para venda com 152 metros quadrados com 3 quartos em Vila Formosa - São Paulo - SP,990000,25/04/2024,False,Casas,Padrão,0,152,3,4,5,412,LESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Casa Padrão - Parque Independência,460000,25/04/2024,False,Casas,Padrão,1,63,2,2,2,0,LESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Bela,355000,25/04/2024,False,Apartamentos,Padrão,680,69,2,1,1,200,LESTE,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Casa Padrão - Vila Prudente,415000,25/04/2024,False,Casas,Padrão,0,50,1,1,0,0,LESTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Pierina,350000,25/04/2024,False,Apartamentos,Padrão,0,55,2,1,1,0,LESTE,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
SãO PAULO - Apartamento Padrão - Vila Carrão,280000,25/04/2024,False,Apartamentos,Padrão,370,49,2,1,1,0,LESTE,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartmento duplex ,850000,25/04/2024,True,Apartamentos,Cobertura,1802,61,1,2,2,220,SUL,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True
"Apartamento para venda em Moema Índios, 86,14m², 3 dormitórios, sendo 2 suítes, 2 vagas.",1450000,25/04/2024,False,Apartamentos,Padrão,1300,86,3,3,2,455,SUL,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True
"Apartamento VENDA 102 m2, 3 dorm, 1 suíte, 2 vagas, 1 deposito grande, lazer, Klabin, São ",1200000,25/04/2024,False,Apartamentos,Padrão,2184,102,3,3,2,0,SUL,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,True,True,False,True
Chácara Santo Antonio Apartamento A Venda 70m2 3 Dormitorios 2 Banheiros Usado Pronto P Mo,489900,25/04/2024,False,Apartamentos,Padrão,750,70,3,2,0,100,SUL,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True
Apartamento para venda possui 76 metros quadrados com 2 quartos em Jardim Europa - São Pau,650000,25/04/2024,False,Apartamentos,Padrão,650,70,2,2,1,400,SUL,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,True
"Apartamento espetacular na Vila Clementino, 3 dormitórios(1 suíte) 2 vagas, próximo ao met",1650000,25/04/2024,False,Apartamentos,Padrão,1200,106,3,3,2,0,SUL,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Apartamento para venda possui 83 m² 2 quartos em Cidade Jardim,2500000,25/04/2024,False,Apartamentos,Padrão,1800,83,2,2,1,800,SUL,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Vendo casa no jardim lourdes (guaianazes),180000,25/04/2024,False,Casas,Casa de vila,0,125,2,2,1,460,SUL,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
Apartamento para venda possui 112 metros quadrados com 3 quartos em Paraíso - São Paulo - ,1170000,25/04/2024,False,Apartamentos,Padrão,1600,112,3,3,1,350,SUL,False,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False
Lindo Garden na Vila Nova Conceição Conceição em prédio novo!,2470000,25/04/2024,False,Apartamentos,Padrão,1473,117,2,3,1,346,SUL,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento no Jardim São Savério com 2 quartos e 1 vaga,250000,25/04/2024,False,Apartamentos,Padrão,300,37,2,1,1,0,SUL,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
"Apartamento com 2 quartos, 78m² - venda R$ 760.000,00 - Jardim Paulista - São Paulo/SP",760000,25/04/2024,False,Apartamentos,Padrão,890,78,2,2,0,178,SUL,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
"Apartamento com 2 quartos, 69m² - venda R$ 960.000,00 - Indianópolis - São Paulo/SP",960000,25/04/2024,False,Apartamentos,Padrão,1440,69,2,3,1,430,SUL,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
"Apartamento (Padrão), com 2 quartos e 1 banheiros à Venda, 48 m² em São Paulo/SP",345000,25/04/2024,False,Apartamentos,Padrão,490,48,2,1,1,1123,SUL,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
"Apartamento (Padrão), com 2 quartos e 1 banheiros à Venda, 50 m² em São Paulo/SP",300000,25/04/2024,False,Apartamentos,Padrão,455,50,2,1,1,1100,SUL,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Studio para venda tem 33 metros quadrados com 1 quarto em Vila Cordeiro - São Paulo - SP,420000,25/04/2024,False,Apartamentos,Loft,0,33,1,1,0,0,SUL,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
Apartamento para venda com 131 metros quadrados com 3 quartos em Vila Mariana - São Paulo ,2530000,25/04/2024,False,Apartamentos,Padrão,1200,131,3,5,2,700,SUL,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
"Flat Nobile Suítes Congonhas disponível para venda com 45m², 1 dormitório e 1 vaga de gara",636000,25/04/2024,False,Apartamentos,Loft,1700,45,1,1,1,192,SUL,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Apartamento Jardim Paulista 3 Dormitórios,1525000,25/04/2024,False,Apartamentos,Padrão,1930,127,3,3,1,600,SUL,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
"Belíssima casa numa rua tranquila 208 m², 3 suítes, 2 vagas no Parque Jabaquara - São Paul",760000,25/04/2024,False,Casas,Padrão,0,208,3,5,2,148,SUL,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True
"Apartamento 65 m², 3 dormitórios, 1 vaga demarcada",270000,25/04/2024,False,Apartamentos,Padrão,545,65,3,1,1,100,SUL,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento de 126 m² na Av. D. Pedro I a 630 m do Monumento á Independência,490000,25/04/2024,False,Apartamentos,Padrão,844,126,3,2,1,22,SUL,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
Cobertura Duplex - Ipiranga,950000,25/04/2024,False,Apartamentos,Cobertura,1462,212,3,3,2,596,SUL,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
"Apartamento à venda 49m² com uma vaga, no Ipiranga.",620000,25/04/2024,False,Apartamentos,Padrão,550,49,1,2,1,85,SUL,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
SãO PAULO - Apartamento Padrão - Jardim Paulista,1900000,25/04/2024,False,Apartamentos,Padrão,1500,140,2,1,1,0,SUL,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SãO PAULO - Studio - Vila Guarani (Z Sul),297900,25/04/2024,False,Apartamentos,Padrão,474,30,1,1,1,0,SUL,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Apartamanento à venda com 50m2,317000,25/04/2024,True,Apartamentos,Padrão,580,50,2,1,1,75,NORTE,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False
Apartamento 01 dormitório Vila Basiléia,275000,25/04/2024,False,Apartamentos,Padrão,750,46,1,1,1,0,NORTE,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Apartamento para venda tem 80 metros quadrados com 3 quartos em Água Fria - São Paulo - SP,698000,25/04/2024,False,Apartamentos,Padrão,768,80,3,2,1,135,NORTE,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
"Apartamento tipo para venda com 3 quartos, 73.19m²",580000,25/04/2024,False,Apartamentos,Padrão,710,73,3,2,0,1133,NORTE,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
"Apartamento tipo para venda com 2 quartos, 44m²",299000,25/04/2024,False,Apartamentos,Padrão,450,44,2,1,1,5,NORTE,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
Apartamento de 78m² com 3 quartos em Santana,393000,25/04/2024,False,Apartamentos,Padrão,800,78,3,2,1,120,NORTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apartamento para venda com 63 metros quadrados com 2 quartos,720000,25/04/2024,False,Apartamentos,Padrão,950,63,2,2,1,250,NORTE,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
"sacada gourmet, braz leme, zona norte",695000,25/04/2024,False,Apartamentos,Padrão,650,57,2,2,1,0,NORTE,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True
Sobrado de 109m² com 3 quartos em Limão,470000,25/04/2024,False,Casas,Padrão,0,109,3,3,2,21,NORTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Casa em Condomínio - Vila Constância,440000,25/04/2024,False,Casas,Casa de condomínio,150,44,2,1,1,0,NORTE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
